User_ID,Industry,Job_Role,Location,Experience_Years,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Productivity_Gain_Percent,Adoption_Date
USR-42A744A5,Software Development,Software Engineer,North America,18,GitHub Copilot,21965,4,42.4,2024-11-11
USR-224CECFB,Software Development,QA Tester,North America,24,GitHub Copilot,33301,5,56.0,2025-03-19
USR-0F1B22E5,Marketing,SEO Specialist,Asia-Pacific,23,ChatGPT (OpenAI),2684,3,2.1,2024-11-15
USR-F10269EA,Software Development,QA Tester,North America,18,Claude (Anthropic),8280,1,6.4,2024-02-17
USR-E008B84B,Software Development,DevOps Engineer,North America,20,Claude (Anthropic),6016,3,5.9,2023-01-07
USR-DA82F64B,Software Development,Software Engineer,North America,19,Claude (Anthropic),7702,2,4.0,2023-10-23
USR-E9DC3D6A,Finance,Financial Analyst,Europe,2,Claude (Anthropic),5714,1,10.5,2023-08-17
USR-B5EB8D86,Creative & Design,Video Editor,Europe,22,Midjourney,1701,1,2.3,2024-06-01
USR-83DBFC09,Healthcare,Medical Researcher,North America,15,ChatGPT (OpenAI),3644,1,2.2,2023-09-12
USR-B210F924,Software Development,Software Engineer,North America,4,GitHub Copilot,31459,1,15.3,2023-05-14
USR-EF1D09DB,Finance,Financial Analyst,North America,14,Perplexity,14813,2,15.3,2021-03-25
USR-0BAD8774,Finance,Financial Analyst,Asia-Pacific,15,ChatGPT (OpenAI),3628,3,5.1,2021-06-26
USR-09F99F1C,Marketing,SEO Specialist,North America,17,Perplexity,3603,1,6.3,2024-09-07
USR-179A2693,Software Development,Data Scientist,North America,5,Claude (Anthropic),1176,2,2.1,2024-03-18
USR-DA6B274E,Education,Teacher,North America,9,Perplexity,6370,1,9.3,2024-08-16
USR-98A13A56,Healthcare,Clinical Admin,North America,14,Perplexity,6945,1,5.4,2023-05-12
USR-A959AF83,Creative & Design,Graphic Designer,North America,1,Perplexity,11324,1,8.6,2023-08-12
USR-C4B39892,Healthcare,Healthcare Analyst,North America,7,Perplexity,13294,1,14.4,2023-04-17
USR-BE1435C4,Marketing,SEO Specialist,North America,9,Perplexity,10324,1,10.2,2023-07-02
USR-1421B400,Software Development,Software Engineer,Europe,24,GitHub Copilot,34417,6,45.3,2025-10-20
USR-595BF741,Creative & Design,Graphic Designer,Europe,22,Midjourney,1752,2,3.4,2024-06-02
USR-21E836AA,Finance,Accountant,Europe,14,Claude (Anthropic),10651,3,5.4,2024-09-28
USR-11AC9F66,Marketing,Marketing Analyst,Europe,12,Perplexity,14068,2,27.7,2023-05-20
USR-F97CFDF0,Software Development,Data Scientist,Europe,14,Gemini (Google),12080,2,16.1,2023-09-12
USR-687E1BE8,Creative & Design,Video Editor,Asia-Pacific,14,Midjourney,833,2,0.9,2023-12-30
USR-C0A26625,Healthcare,Clinical Admin,North America,25,ChatGPT (OpenAI),11155,2,15.2,2023-11-07
USR-8DC35960,Finance,Accountant,North America,3,ChatGPT (OpenAI),3417,3,6.0,2024-04-04
USR-5CEB4ADC,Software Development,Data Scientist,North America,3,GitHub Copilot,19112,4,31.2,2023-04-14
USR-C52C6A7E,Healthcare,Clinical Admin,North America,15,Gemini (Google),5746,1,9.1,2024-10-02
USR-E256FEC2,Education,Student,North America,23,ChatGPT (OpenAI),6593,3,5.0,2024-01-04
USR-B8A54B72,Healthcare,Clinical Admin,Europe,18,Claude (Anthropic),13969,1,15.8,2025-12-03
USR-EC04719E,Marketing,Marketing Analyst,North America,22,ChatGPT (OpenAI),4713,1,8.4,2024-11-11
USR-05AA02FA,Education,Student,Middle East & Africa,20,ChatGPT (OpenAI),1409,1,0.7,2024-11-11
USR-CC6460D3,Finance,Financial Analyst,Europe,6,Perplexity,12306,1,11.3,2023-03-13
USR-376E6A99,Creative & Design,UI/UX Designer,Europe,4,Midjourney,2330,2,3.5,2025-05-20
USR-940A5F89,Education,Instructional Designer,Asia-Pacific,6,ChatGPT (OpenAI),9535,2,19.3,2023-07-15
USR-02142D1B,Creative & Design,UI/UX Designer,Asia-Pacific,2,ChatGPT (OpenAI),2775,3,2.0,2023-12-25
USR-5BE53D76,Finance,Financial Analyst,Europe,1,ChatGPT (OpenAI),10063,1,7.5,2021-12-16
USR-179A1552,Education,Student,Middle East & Africa,23,Claude (Anthropic),1949,2,2.5,2025-08-29
USR-12E589D5,Software Development,DevOps Engineer,Europe,18,Claude (Anthropic),13764,2,17.5,2024-05-05
USR-84143E86,Finance,Accountant,Europe,5,ChatGPT (OpenAI),4389,3,6.5,2024-04-25
USR-BCD0C5FE,Finance,Investment Banker,Asia-Pacific,2,ChatGPT (OpenAI),10396,1,11.1,2025-12-08
USR-F5D11E46,Education,Instructional Designer,Asia-Pacific,3,Midjourney,1749,3,1.1,2024-05-29
USR-FF08E22F,Finance,Investment Banker,Asia-Pacific,21,ChatGPT (OpenAI),10715,1,21.1,2023-01-22
USR-E3D0BEA9,Marketing,Content Writer,Asia-Pacific,9,Claude (Anthropic),8455,1,15.1,2024-08-09
USR-E39CF215,Software Development,Data Scientist,North America,23,Claude (Anthropic),15849,2,17.2,2023-01-10
USR-15BAC199,Finance,Accountant,Europe,15,Perplexity,8439,1,11.7,2024-10-23
USR-2B64DDFF,Creative & Design,UI/UX Designer,North America,2,ChatGPT (OpenAI),11278,2,19.4,2023-06-18
USR-313CB881,Healthcare,Clinical Admin,Middle East & Africa,9,ChatGPT (OpenAI),9309,2,4.5,2023-11-24
USR-C33E89AB,Finance,Investment Banker,Asia-Pacific,11,ChatGPT (OpenAI),5213,2,6.4,2023-10-23
USR-A5B8C68A,Finance,Investment Banker,Europe,13,Claude (Anthropic),6044,3,3.8,2022-02-01
USR-789D232D,Creative & Design,UI/UX Designer,Asia-Pacific,14,ChatGPT (OpenAI),11916,1,8.0,2023-07-24
USR-80EAA4DC,Finance,Financial Analyst,Europe,3,ChatGPT (OpenAI),9478,1,5.3,2024-06-28
USR-BECF3649,Education,Teacher,Europe,23,Gemini (Google),2006,3,2.7,2024-08-04
USR-E989CAB8,Marketing,Content Writer,Europe,11,ChatGPT (OpenAI),15987,1,11.2,2023-08-27
USR-E1561957,Finance,Accountant,Asia-Pacific,23,Claude (Anthropic),4299,3,7.4,2023-09-19
USR-53BFCE37,Healthcare,Medical Researcher,Asia-Pacific,19,ChatGPT (OpenAI),15543,1,10.2,2023-08-31
USR-BC0F2591,Software Development,QA Tester,Europe,8,Perplexity,9933,1,7.4,2023-07-07
USR-4A486126,Software Development,DevOps Engineer,North America,2,ChatGPT (OpenAI),5739,2,5.2,2024-01-06
USR-61BC0A24,Education,Instructional Designer,Europe,17,ChatGPT (OpenAI),1132,3,0.5,2022-05-15
USR-0D9EB71E,Software Development,QA Tester,Europe,5,GitHub Copilot,31564,6,57.9,2023-11-14
USR-B9E317B0,Finance,Financial Analyst,North America,21,Claude (Anthropic),4764,2,5.2,2023-10-02
USR-E9E479E5,Education,Professor,Europe,8,ChatGPT (OpenAI),9907,2,16.8,2021-05-29
USR-60FF0F27,Finance,Accountant,North America,8,ChatGPT (OpenAI),9525,1,14.2,2023-12-17
USR-DFFEF56D,Education,Professor,Europe,18,ChatGPT (OpenAI),9496,3,22.7,2024-11-25
USR-2BA6803C,Education,Instructional Designer,Europe,9,Perplexity,11491,2,19.9,2023-05-19
USR-925F74F1,Healthcare,Medical Researcher,Europe,8,Claude (Anthropic),8308,3,6.3,2024-07-18
USR-6F180D4B,Software Development,Software Engineer,North America,4,Perplexity,15313,2,25.1,2021-01-27
USR-60A1DF17,Marketing,SEO Specialist,North America,23,ChatGPT (OpenAI),10612,1,15.2,2023-08-05
USR-DF365123,Finance,Financial Analyst,Europe,25,Gemini (Google),11710,1,11.4,2024-02-26
USR-30DE897D,Software Development,DevOps Engineer,North America,15,ChatGPT (OpenAI),7526,1,4.2,2024-06-07
USR-2DB7DD4E,Marketing,Social Media Manager,North America,20,ChatGPT (OpenAI),14429,2,18.7,2025-11-14
USR-ED0B81C3,Healthcare,Clinical Admin,Europe,10,ChatGPT (OpenAI),9480,1,12.3,2025-10-21
USR-ADCC7025,Education,Student,Europe,14,Midjourney,1049,2,0.6,2023-03-09
USR-0B783CE0,Marketing,Content Writer,North America,16,ChatGPT (OpenAI),5140,2,5.9,2023-04-20
USR-71B25CD6,Finance,Investment Banker,Europe,11,Perplexity,14950,1,22.5,2021-03-16
USR-5090823D,Marketing,Marketing Analyst,Europe,9,ChatGPT (OpenAI),9692,1,12.3,2023-07-30
USR-70E62B19,Creative & Design,Video Editor,North America,9,Midjourney,2339,3,3.1,2023-04-07
USR-B7C453DB,Education,Teacher,North America,4,ChatGPT (OpenAI),7079,3,5.6,2024-08-28
USR-8F100379,Finance,Investment Banker,Asia-Pacific,1,Gemini (Google),1835,2,4.0,2023-01-19
USR-A5B8DAE1,Healthcare,Healthcare Analyst,North America,20,ChatGPT (OpenAI),9981,2,17.3,2022-08-30
USR-A6C4887F,Software Development,Software Engineer,Middle East & Africa,8,GitHub Copilot,25720,3,39.3,2024-06-21
USR-438D2657,Marketing,Content Writer,Europe,6,Gemini (Google),5268,3,8.2,2024-11-30
USR-066E8DBC,Marketing,SEO Specialist,Europe,3,Midjourney,2155,1,3.1,2024-10-29
USR-D454A3EA,Finance,Accountant,North America,16,Perplexity,5029,1,8.7,2023-04-07
USR-F7423411,Creative & Design,Video Editor,North America,9,Midjourney,1496,3,2.4,2024-11-09
USR-1C86FDBE,Education,Student,Latin America,17,ChatGPT (OpenAI),8563,3,10.8,2022-04-02
USR-D5549CF4,Creative & Design,Illustrator,Middle East & Africa,2,ChatGPT (OpenAI),6459,1,3.6,2024-10-16
USR-94200FE3,Creative & Design,UI/UX Designer,Asia-Pacific,2,Midjourney,486,1,0.6,2023-07-13
USR-A96E8BAB,Marketing,SEO Specialist,North America,6,Midjourney,2290,2,4.1,2024-04-03
USR-8A4A40DA,Marketing,Social Media Manager,Asia-Pacific,8,Gemini (Google),3094,2,4.6,2023-09-26
USR-D9333EDB,Education,Student,North America,9,ChatGPT (OpenAI),9114,1,11.6,2024-06-27
USR-BA0A9AD5,Creative & Design,Illustrator,Latin America,17,ChatGPT (OpenAI),14161,1,7.9,2023-06-18
USR-3A9BC028,Healthcare,Medical Researcher,North America,20,Perplexity,1701,1,3.3,2023-05-17
USR-E46FFBC0,Marketing,Marketing Analyst,North America,15,ChatGPT (OpenAI),10977,2,8.5,2023-10-16
USR-83118B14,Marketing,Marketing Analyst,North America,10,ChatGPT (OpenAI),12739,2,21.5,2023-02-24
USR-D96582A3,Software Development,QA Tester,North America,23,ChatGPT (OpenAI),1951,3,1.6,2022-10-19
USR-4733A095,Marketing,SEO Specialist,Europe,17,ChatGPT (OpenAI),2409,3,2.3,2023-12-17
USR-365B172A,Finance,Accountant,North America,4,ChatGPT (OpenAI),15292,1,10.3,2024-05-04
USR-8088A455,Healthcare,Medical Researcher,North America,3,Claude (Anthropic),1857,2,2.7,2021-11-15
USR-4D676E1A,Healthcare,Healthcare Analyst,Asia-Pacific,23,ChatGPT (OpenAI),10256,2,6.5,2024-03-28
USR-EDBAD5DF,Creative & Design,Illustrator,North America,24,Midjourney,1960,1,4.2,2024-03-16
USR-11F14C6F,Marketing,SEO Specialist,Asia-Pacific,25,ChatGPT (OpenAI),4981,3,7.0,2024-11-07
USR-B2A879FE,Healthcare,Medical Researcher,Europe,14,ChatGPT (OpenAI),10611,3,6.0,2024-12-14
USR-8ABB70E2,Finance,Accountant,Latin America,22,Perplexity,1578,2,3.0,2025-10-13
USR-56BC0B06,Creative & Design,Graphic Designer,Asia-Pacific,11,Claude (Anthropic),6705,1,16.5,2021-05-06
USR-1AB67B66,Marketing,Social Media Manager,Middle East & Africa,21,Claude (Anthropic),12029,1,14.3,2021-06-27
USR-392B275F,Education,Professor,Europe,14,Claude (Anthropic),1657,3,0.9,2023-07-29
USR-F37A6920,Marketing,Marketing Analyst,North America,23,Perplexity,8305,1,10.6,2022-03-06
USR-2DD67F48,Healthcare,Clinical Admin,Europe,21,Claude (Anthropic),12232,2,14.6,2023-11-04
USR-659DA51E,Finance,Financial Analyst,Europe,17,Gemini (Google),11879,1,13.0,2023-08-12
USR-353AFA07,Marketing,Content Writer,North America,14,Claude (Anthropic),4879,3,7.6,2023-05-11
USR-96C8963C,Marketing,Marketing Analyst,Latin America,16,ChatGPT (OpenAI),1331,3,2.1,2024-11-11
USR-4E585B7E,Healthcare,Healthcare Analyst,Asia-Pacific,16,ChatGPT (OpenAI),8306,1,14.2,2023-10-22
USR-638FF0EE,Marketing,SEO Specialist,Middle East & Africa,25,Perplexity,9430,2,9.4,2023-10-09
USR-673A34D3,Creative & Design,Illustrator,North America,1,Midjourney,1229,3,1.1,2024-09-19
USR-6C0E38CD,Education,Student,Europe,13,ChatGPT (OpenAI),1553,1,2.7,2024-10-30
USR-CD395B23,Education,Teacher,Asia-Pacific,13,Claude (Anthropic),6184,2,8.7,2024-11-29
USR-BEF010FC,Healthcare,Medical Researcher,North America,22,ChatGPT (OpenAI),11470,1,6.3,2024-03-27
USR-FED33808,Software Development,Data Scientist,Europe,11,Gemini (Google),8248,1,9.0,2021-06-29
USR-6440B24E,Education,Teacher,Asia-Pacific,11,Gemini (Google),1875,2,2.4,2024-12-16
USR-AA43FAE6,Education,Professor,Europe,23,ChatGPT (OpenAI),7040,2,6.8,2024-07-26
USR-5EADBDB2,Education,Professor,Latin America,23,ChatGPT (OpenAI),1794,1,2.5,2022-03-02
USR-B611E0E8,Creative & Design,Video Editor,North America,7,Claude (Anthropic),6109,2,3.3,2023-03-13
USR-7B78E630,Software Development,QA Tester,North America,25,GitHub Copilot,42097,9,69.3,2023-02-28
USR-2A6A277B,Finance,Investment Banker,Europe,12,ChatGPT (OpenAI),9126,1,12.1,2023-05-13
USR-68A61983,Software Development,QA Tester,Asia-Pacific,23,ChatGPT (OpenAI),15056,3,23.9,2024-07-26
USR-A1DCE41A,Finance,Accountant,Asia-Pacific,22,Claude (Anthropic),9516,1,18.1,2024-01-31
USR-2DF9091B,Creative & Design,Illustrator,Asia-Pacific,2,Midjourney,1870,3,2.6,2024-01-02
USR-3B29CC15,Creative & Design,Illustrator,Asia-Pacific,3,Midjourney,3172,1,5.7,2024-08-12
USR-8C7F7101,Creative & Design,Video Editor,Asia-Pacific,10,Midjourney,2883,2,4.3,2022-12-03
USR-8F9C3C43,Finance,Accountant,Asia-Pacific,21,Gemini (Google),8844,1,10.2,2024-12-18
USR-BD766A8B,Software Development,DevOps Engineer,North America,1,Gemini (Google),12820,2,9.5,2024-11-09
USR-DE7FF54F,Marketing,Marketing Analyst,Middle East & Africa,13,Perplexity,1204,2,1.0,2022-02-01
USR-0D9D5587,Finance,Investment Banker,Asia-Pacific,13,Gemini (Google),6868,1,7.0,2024-02-23
USR-11D05CDB,Creative & Design,UI/UX Designer,Middle East & Africa,20,Midjourney,696,3,0.4,2024-09-22
USR-0EBE10A3,Software Development,Data Scientist,North America,3,ChatGPT (OpenAI),6163,1,5.6,2024-02-12
USR-2050B75D,Education,Instructional Designer,Europe,20,ChatGPT (OpenAI),8946,1,12.3,2023-01-03
USR-9FEF1456,Finance,Investment Banker,Asia-Pacific,20,Gemini (Google),16917,3,23.4,2024-06-12
USR-288B4772,Marketing,Content Writer,North America,13,ChatGPT (OpenAI),1547,2,0.9,2024-11-18
USR-FF2EEC07,Creative & Design,UI/UX Designer,North America,7,ChatGPT (OpenAI),13840,1,11.5,2023-12-29
USR-20DC1F33,Creative & Design,Illustrator,Europe,23,Midjourney,532,1,0.7,2025-04-22
USR-FCF6CFF8,Creative & Design,UI/UX Designer,Europe,20,Midjourney,1426,3,1.4,2023-08-16
USR-15906AB7,Marketing,Social Media Manager,North America,22,ChatGPT (OpenAI),14322,1,12.0,2024-02-17
USR-FCEB7349,Software Development,Software Engineer,Europe,20,ChatGPT (OpenAI),3925,2,5.8,2024-09-17
USR-4F8D7D13,Creative & Design,Illustrator,North America,12,Claude (Anthropic),10335,1,8.8,2023-08-27
USR-95ABDCD2,Healthcare,Clinical Admin,North America,12,Gemini (Google),4932,2,3.7,2024-11-05
USR-40B769A2,Creative & Design,Illustrator,Latin America,2,Claude (Anthropic),6932,1,10.4,2023-05-13
USR-C9B9FA37,Software Development,Software Engineer,Asia-Pacific,23,DeepSeek,21180,3,28.3,2024-12-29
USR-2249426D,Marketing,Marketing Analyst,Asia-Pacific,6,Perplexity,12828,2,20.2,2024-03-04
USR-CA4C60C7,Finance,Investment Banker,Middle East & Africa,22,Perplexity,2118,1,3.5,2024-05-27
USR-8D21A098,Healthcare,Medical Researcher,Asia-Pacific,24,Perplexity,14584,1,17.2,2024-05-16
USR-701D3C77,Software Development,QA Tester,North America,1,GitHub Copilot,23577,2,27.0,2024-04-10
USR-6CD288AC,Marketing,SEO Specialist,Europe,18,Claude (Anthropic),6369,1,5.1,2023-11-03
USR-DAA803BB,Finance,Accountant,North America,20,ChatGPT (OpenAI),12423,1,20.4,2025-01-03
USR-0DAD179B,Marketing,SEO Specialist,North America,14,ChatGPT (OpenAI),11664,1,12.3,2024-12-14
USR-E9B11D2C,Software Development,Data Scientist,Asia-Pacific,10,GitHub Copilot,29377,4,48.3,2021-01-07
USR-B2C25804,Software Development,DevOps Engineer,North America,6,GitHub Copilot,18124,2,21.9,2023-04-16
USR-884403BC,Marketing,Social Media Manager,North America,21,Perplexity,8945,1,14.0,2023-08-14
USR-2ACF1BCD,Creative & Design,UI/UX Designer,Middle East & Africa,13,Midjourney,2064,1,2.3,2023-06-06
USR-ECEC229A,Software Development,DevOps Engineer,North America,24,DeepSeek,42504,7,63.3,2024-07-08
USR-35FAB44C,Education,Teacher,North America,14,Claude (Anthropic),9567,1,10.7,2023-04-24
USR-C29EBEB2,Healthcare,Healthcare Analyst,Europe,1,Perplexity,7629,1,8.3,2024-10-06
USR-684143DC,Marketing,SEO Specialist,Europe,2,Perplexity,3403,3,6.4,2023-05-23
USR-ACF8179F,Creative & Design,UI/UX Designer,Asia-Pacific,22,Midjourney,461,2,0.8,2023-10-08
USR-CFA08DF5,Software Development,QA Tester,Europe,24,DeepSeek,51982,6,69.9,2021-05-13
USR-2946A9D2,Healthcare,Clinical Admin,North America,5,Claude (Anthropic),4916,2,6.8,2026-02-24
USR-F28F71E2,Healthcare,Healthcare Analyst,Latin America,1,ChatGPT (OpenAI),14415,2,23.6,2023-10-07
USR-6382F958,Healthcare,Healthcare Analyst,Europe,12,ChatGPT (OpenAI),14506,1,12.3,2021-08-14
USR-BE62894D,Marketing,SEO Specialist,Latin America,16,Midjourney,2824,2,4.3,2024-09-11
USR-05614596,Education,Instructional Designer,Asia-Pacific,21,ChatGPT (OpenAI),1929,1,4.6,2023-08-15
USR-CE8FC3C7,Finance,Investment Banker,Europe,7,Claude (Anthropic),2273,1,1.5,2024-03-30
USR-6EE09DE6,Healthcare,Clinical Admin,North America,25,ChatGPT (OpenAI),3230,3,1.9,2022-07-29
USR-BF029D3D,Creative & Design,Video Editor,Europe,12,Midjourney,1102,2,0.8,2024-10-27
USR-B7EBAB1C,Finance,Financial Analyst,North America,11,Claude (Anthropic),3052,3,5.2,2023-05-21
USR-D2CD5430,Software Development,Software Engineer,North America,15,ChatGPT (OpenAI),3993,3,5.6,2024-02-22
USR-6013382A,Finance,Investment Banker,Europe,14,Gemini (Google),8968,3,6.3,2023-04-03
USR-27F3082D,Marketing,Social Media Manager,North America,13,ChatGPT (OpenAI),10038,1,10.4,2024-05-13
USR-F7DDCA77,Marketing,Social Media Manager,Asia-Pacific,2,Gemini (Google),8517,1,12.4,2025-05-18
USR-3CD771DF,Finance,Accountant,Europe,13,Perplexity,6108,3,7.3,2024-06-23
USR-1DB3E174,Creative & Design,Graphic Designer,North America,16,Midjourney,2602,2,3.4,2022-04-20
USR-F6F28AF7,Education,Instructional Designer,North America,18,Claude (Anthropic),11624,1,12.2,2023-12-10
USR-6B065D44,Education,Teacher,North America,23,ChatGPT (OpenAI),13228,3,24.1,2023-07-02
USR-22A52CD0,Software Development,QA Tester,North America,8,Gemini (Google),12317,1,11.5,2023-10-14
USR-24A0F939,Education,Instructional Designer,Europe,1,Perplexity,4973,1,4.9,2023-08-07
USR-70C16A7C,Healthcare,Medical Researcher,Asia-Pacific,14,ChatGPT (OpenAI),1765,2,1.4,2024-05-14
USR-90323E1E,Education,Teacher,North America,1,ChatGPT (OpenAI),8698,1,12.2,2023-05-29
USR-905B6A5F,Creative & Design,Graphic Designer,North America,8,ChatGPT (OpenAI),12322,1,13.9,2026-05-15
USR-84C936B4,Creative & Design,UI/UX Designer,Middle East & Africa,7,Midjourney,2245,2,2.3,2024-10-27
USR-5288A1A8,Marketing,SEO Specialist,Europe,6,Perplexity,7523,1,8.1,2024-03-20
USR-9E7765DB,Software Development,Software Engineer,North America,2,Perplexity,10466,2,14.8,2022-01-25
USR-AE6A8E9F,Finance,Accountant,North America,8,Gemini (Google),7060,2,5.7,2024-11-04
USR-B359DD67,Creative & Design,Graphic Designer,Middle East & Africa,14,Midjourney,2096,2,2.1,2026-02-28
USR-B435876E,Marketing,Social Media Manager,Middle East & Africa,3,ChatGPT (OpenAI),2231,2,3.4,2021-12-23
USR-AC8A1D15,Marketing,SEO Specialist,Asia-Pacific,1,Gemini (Google),12860,2,23.7,2025-10-30
USR-9EE4E629,Software Development,Software Engineer,Asia-Pacific,12,Claude (Anthropic),9889,2,21.6,2023-07-31
USR-360F0E7B,Marketing,Marketing Analyst,Europe,21,Gemini (Google),9007,1,8.3,2024-12-17
USR-6ACC62BC,Creative & Design,Video Editor,Asia-Pacific,13,Midjourney,3211,3,4.6,2024-06-14
USR-CF893C88,Marketing,SEO Specialist,North America,10,Perplexity,13627,2,20.6,2024-08-09
USR-1EEA1351,Healthcare,Medical Researcher,North America,13,ChatGPT (OpenAI),6784,3,5.1,2023-02-16
USR-A318B0A8,Creative & Design,UI/UX Designer,North America,3,Midjourney,2730,2,4.9,2025-08-29
USR-30859015,Marketing,Social Media Manager,Europe,6,ChatGPT (OpenAI),9501,1,8.1,2023-02-11
USR-C4CAB2C6,Finance,Financial Analyst,Asia-Pacific,19,Claude (Anthropic),8840,2,8.1,2024-05-21
USR-A8192F7E,Finance,Investment Banker,Asia-Pacific,24,ChatGPT (OpenAI),14713,2,26.8,2021-05-19
USR-DAC429FC,Creative & Design,Graphic Designer,Europe,2,Gemini (Google),2349,1,4.4,2025-05-17
USR-F36524C8,Creative & Design,UI/UX Designer,Latin America,15,ChatGPT (OpenAI),8352,1,12.5,2021-12-15
USR-7494D28F,Education,Instructional Designer,Asia-Pacific,16,ChatGPT (OpenAI),6966,1,12.5,2023-08-04
USR-8FD09151,Healthcare,Medical Researcher,North America,25,Claude (Anthropic),8209,1,10.2,2023-07-08
USR-52C6D100,Finance,Investment Banker,Asia-Pacific,20,ChatGPT (OpenAI),5819,3,5.2,2024-03-13
USR-E5EB7690,Education,Student,North America,20,ChatGPT (OpenAI),8439,1,8.9,2023-05-21
USR-421E5261,Creative & Design,UI/UX Designer,North America,19,ChatGPT (OpenAI),6874,2,4.3,2023-07-10
USR-CED155AC,Education,Teacher,North America,6,ChatGPT (OpenAI),10586,2,17.7,2023-02-24
USR-6C52371B,Creative & Design,UI/UX Designer,North America,23,Midjourney,2860,1,4.4,2023-08-11
USR-3D308A33,Software Development,Software Engineer,North America,23,GitHub Copilot,16150,4,31.1,2024-10-14
USR-9A148A53,Creative & Design,Video Editor,North America,19,Midjourney,2725,3,2.5,2024-08-09
USR-C4E91D16,Marketing,Content Writer,Europe,18,ChatGPT (OpenAI),6937,1,13.4,2024-03-28
USR-0E6F9A45,Education,Student,Europe,22,Claude (Anthropic),10117,1,14.8,2024-04-08
USR-A4E8D31E,Healthcare,Medical Researcher,North America,6,ChatGPT (OpenAI),10654,1,13.1,2024-10-10
USR-27F8707D,Marketing,SEO Specialist,Asia-Pacific,19,Claude (Anthropic),13748,2,16.8,2024-06-07
USR-880EF11F,Software Development,DevOps Engineer,North America,24,ChatGPT (OpenAI),7868,1,13.4,2023-05-21
USR-E4C3C712,Software Development,DevOps Engineer,Asia-Pacific,3,GitHub Copilot,26139,4,37.9,2024-06-25
USR-E938A229,Education,Student,Asia-Pacific,18,ChatGPT (OpenAI),14746,2,20.1,2021-01-21
USR-B7807384,Software Development,Data Scientist,North America,7,ChatGPT (OpenAI),8468,2,14.8,2024-02-29
USR-701E2377,Education,Instructional Designer,North America,2,ChatGPT (OpenAI),1704,1,3.4,2026-06-03
USR-33F8D8D0,Healthcare,Clinical Admin,North America,2,Perplexity,15107,2,22.3,2023-05-03
USR-4032CDCB,Finance,Investment Banker,North America,20,ChatGPT (OpenAI),9622,1,12.0,2021-03-10
USR-7B35D297,Education,Student,Europe,1,Claude (Anthropic),11866,2,24.0,2021-03-13
USR-2C773937,Healthcare,Medical Researcher,Europe,5,ChatGPT (OpenAI),11090,1,12.8,2023-05-21
USR-A792D79B,Education,Teacher,North America,11,ChatGPT (OpenAI),5389,2,5.5,2023-04-15
USR-A989A388,Marketing,Marketing Analyst,Asia-Pacific,8,Perplexity,3173,3,5.9,2023-11-20
USR-759CD41A,Creative & Design,Video Editor,Asia-Pacific,17,ChatGPT (OpenAI),11667,2,16.7,2022-06-01
USR-2239C7E8,Finance,Accountant,Asia-Pacific,17,ChatGPT (OpenAI),2680,3,3.7,2023-02-20
USR-47E84CA8,Finance,Accountant,North America,5,Claude (Anthropic),9075,2,18.2,2024-04-23
USR-641E6971,Marketing,Content Writer,Europe,15,Gemini (Google),7346,3,4.5,2023-09-30
USR-28E667E9,Software Development,Data Scientist,Asia-Pacific,17,ChatGPT (OpenAI),15941,1,11.3,2023-06-11
USR-00C2F04F,Marketing,Social Media Manager,Asia-Pacific,7,ChatGPT (OpenAI),7717,2,18.2,2025-08-27
USR-9E637807,Marketing,Social Media Manager,Asia-Pacific,5,Perplexity,13952,1,13.7,2022-06-03
USR-60105090,Marketing,SEO Specialist,Asia-Pacific,14,Claude (Anthropic),2116,3,3.5,2021-12-25
USR-A5A0B741,Marketing,SEO Specialist,Asia-Pacific,18,ChatGPT (OpenAI),10309,1,11.7,2023-06-07
USR-15FB1956,Marketing,Marketing Analyst,North America,21,ChatGPT (OpenAI),11667,1,12.9,2024-05-01
USR-224D39FA,Software Development,Data Scientist,Asia-Pacific,6,Claude (Anthropic),4653,2,7.6,2021-01-06
USR-639CEBC1,Finance,Investment Banker,North America,2,ChatGPT (OpenAI),2966,3,4.4,2024-08-29
USR-622E0843,Marketing,Social Media Manager,Asia-Pacific,5,ChatGPT (OpenAI),6503,1,9.2,2026-05-27
USR-F80087CC,Healthcare,Medical Researcher,North America,20,Claude (Anthropic),7544,2,5.2,2023-09-11
USR-1EBB241D,Creative & Design,Video Editor,North America,12,Perplexity,14375,3,27.9,2023-12-02
USR-3F500D49,Healthcare,Healthcare Analyst,North America,22,ChatGPT (OpenAI),2951,3,2.1,2025-07-10
USR-F60CA71E,Marketing,SEO Specialist,Asia-Pacific,12,Claude (Anthropic),5626,3,4.0,2024-08-18
USR-86804773,Marketing,Social Media Manager,Europe,13,ChatGPT (OpenAI),7735,1,14.6,2022-07-07
USR-F8B04328,Marketing,Content Writer,North America,25,ChatGPT (OpenAI),2198,3,1.9,2024-10-02
USR-94205173,Software Development,QA Tester,North America,17,Perplexity,6724,1,7.2,2024-04-07
USR-B874C94F,Creative & Design,Illustrator,Europe,23,Midjourney,628,3,1.1,2023-09-09
USR-B2796CE8,Marketing,SEO Specialist,Europe,19,ChatGPT (OpenAI),2486,2,4.9,2023-03-10
USR-0CC6A86C,Healthcare,Medical Researcher,North America,6,Perplexity,9819,1,14.5,2021-10-25
USR-26B67650,Healthcare,Healthcare Analyst,Middle East & Africa,5,ChatGPT (OpenAI),3522,2,4.3,2023-02-26
